user,movie,rating
"Noah Smith","Tommy Boy",5
"Mason Smith","A Night at the Opera",3
"Noah Smith","Shark Tale",4
"Noah Smith","The Right Stuff",4
"Noah Smith","Jay and Silent Bob Strike Back",3
"Noah Smith","Dodgeball: A True Underdog Story",4
"Noah Smith","Spaceballs",4
"Mason Smith","The Rocky Horror Picture Show",2
"Noah Smith","Rocky",5
"Noah Smith","The Nutty Professor",4
"Mason Smith","Ghost Dog: The Way of the Samurai",3
"Noah Smith","Tuesdays with Morrie",4
"Noah Smith","American Beauty",3
"Noah Smith","GoodFellas: Special Edition",5
"Noah Smith","The Godfather",4
"Mason Smith","Y Tu Mama Tambien",2
"Noah Smith","Trading Places",4
"Noah Smith","Raising Helen",4
"Noah Smith","Eight Men Out",5
"Noah Smith","Friends: Season 7",5
"Noah Smith","Code 46",4
"Mason Smith","Look Who's Talking",1
"Noah Smith","I Am Sam",4
"Noah Smith","Starsky & Hutch",5
"Mason Smith","Northern Exposure: Season 1",4
"Noah Smith","The Hunt for Red October",5
"Noah Smith","Edward Scissorhands",4
"Noah Smith","Good Morning",5
"Noah Smith","Murder By Numbers",3
"Mason Smith","When Harry Met Sally",4
"Noah Smith","Legends of the Fall",3
"Noah Smith","Be Cool",4
"Noah Smith","Entrapment",3
"Noah Smith","Black Hawk Down",5
"Noah Smith","Billy Madison",5
"Noah Smith","Cheaper by the Dozen",3
"Mason Smith","Parenthood",3
"Noah Smith","Ferris Bueller's Day Off",4
"Noah Smith","Armageddon",4
"Mason Smith","Sex and the City: Season 4",4
"Noah Smith","Major League",5
"Noah Smith","Stand by Me",4
"Noah Smith","Beverly Hills Cop II",4
"Noah Smith","Alfie",5
"Noah Smith","I Can Do Bad All By Myself",2
"Mason Smith","The Saddest Music in the World",2
"Noah Smith","Gladiator: Extended Edition",5
"Noah Smith","Silverado",5
"Noah Smith","Six Feet Under: Season 3",4
"Noah Smith","Apollo 13",5
"Mason Smith","Dark City",3
"Mason Smith","Braveheart",3
"Noah Smith","Finding Forrester",5
"Noah Smith","The Sopranos: Season 4",5
"Noah Smith","Where the Heart Is",4
"Noah Smith","Ladder 49",5
"Noah Smith","Fat Albert",1
"Noah Smith","Hoosiers",5
"Noah Smith","Which Way is Up?",3
"Noah Smith","Seven",4
"Noah Smith","Analyze This",4
"Mason Smith","Joe Kidd",3
"Mason Smith","Elf",3
"Mason Smith","Addicted to Love",2
"Noah Smith","Happy Gilmore",5
"Noah Smith","Hustle",3
"Mason Smith","The Accidental Tourist",3
"Noah Smith","Ray",5
"Noah Smith","Good Will Hunting",5
"Mason Smith","The Last Metro",4
"Noah Smith","Brewster's Millions",5
"Noah Smith","Caddyshack",4
"Noah Smith","Gung Ho",4
"Mason Smith","Finding Neverland",3
"Noah Smith","Turner and Hooch",4
"Noah Smith","Pearl Harbor",5
"Noah Smith","The Natural",5
"Noah Smith","Are We There Yet?",4
"Mason Smith","Moonstruck",3
"Noah Smith","There's Something About Mary: Special Edition",4
"Noah Smith","Friday",3
"Noah Smith","Stepmom",4
"Mason Smith","L'Argent",4
"Noah Smith","Daddy Day Care",3
"Mason Smith","The Seventh Seal",4
"Noah Smith","As Good as It Gets",4
"Noah Smith","Mr. Deeds",3
"Noah Smith","Stripes",5
"Noah Smith","National Lampoon's Senior Trip",4
"Noah Smith","Twister",4
"Noah Smith","Saturday Night Live: The Best of Adam Sandler",5
"Mason Smith","Cocoon",3
"William Smith","Indecent Proposal",4
"William Smith","Soul Plane",2
"William Smith","The Music Man",5
"William Smith","Father of the Bride 2",3
"William Smith","Vanity Fair",3
"Mason Smith","Damien: Omen II",3
"William Smith","Ghosts of Mars",3
"William Smith","An Affair to Remember",3
"William Smith","Runaway Bride",3
"William Smith","My Best Friend's Wedding",4
"William Smith","The Score",5
"William Smith","A Clockwork Orange",3
"William Smith","Picnic",2
"William Smith","When Will I Be Loved?",2
"William Smith","The School of Rock",1
"William Smith","National Security",3
"Mason Smith","Ghost",3
"William Smith","It Runs in the Family",2
"William Smith","Tomcats",3
"William Smith","Back to the Future",3
"William Smith","Sibling Rivalry",3
"William Smith","Star Trek: The Original Series: Vols. 16-28",1
"William Smith","The Wedding Date",3
"William Smith","Cellular",3
"William Smith","Ice Station Zebra",3
"William Smith","Just Married",3
"William Smith","Ace Ventura: Pet Detective",3
"William Smith","Come September",3
"William Smith","Dr. T & the Women",2
"William Smith","The Mexican",4
"William Smith","The Banger Sisters",3
"William Smith","Places in the Heart",4
"William Smith","Meet the Fockers",3
"William Smith","Secondhand Lions",4
"William Smith","The Last Picture Show",3
"William Smith","21 Grams",1
"William Smith","Master and Commander: The Far Side of the World",4
"William Smith","The Cider House Rules",4
"William Smith","Risky Business",1
"William Smith","A Charlie Brown Thanksgiving / The Mayflower Voyagers",3
"William Smith","The Princess Diaries (Widescreen)",3
"William Smith","The Rainmaker",4
"William Smith","The Manchurian Candidate",3
"William Smith","American Pie",2
"William Smith","Legal Eagles",2
"William Smith","The Master of Disguise",1
"William Smith","Head of State",3
"William Smith","The Quiet American",2
"William Smith","Harry Potter and the Chamber of Secrets",4
"William Smith","The Wedding Planner",4
"William Smith","Head Over Heels",4
"William Smith","A League of Their Own",3
"William Smith","The Nutty Professor",3
"William Smith","Bon Voyage",1
"William Smith","What Dreams May Come",3
"William Smith","Being Julia",2
"William Smith","Wicker Park",3
"William Smith","The Fighting Temptations",3
"William Smith","Million Dollar Baby",3
"William Smith","Sylvia",2
"William Smith","Three Men and a Baby",3
"William Smith","Oliver & Company",3
"William Smith","Operation Petticoat",3
"William Smith","National Lampoon's Vacation",3
"Mason Smith","Rififi",3
"William Smith","A Bing Crosby Christmas",3
"William Smith","Mission: Impossible II",3
"William Smith","The Sound of Music",5
"William Smith","Blaze",3
"William Smith","Adaptation",1
"William Smith","Kate & Leopold",4
"William Smith","Modigliani",3
"William Smith","Spider-Man 2",3
"William Smith","Run Silent",4
"William Smith","Lost in Translation",1
"William Smith","40 Days and 40 Nights",4
"William Smith","The Good Girl",3
"William Smith","I Love Trouble",3
"William Smith","A Charlie Brown Christmas",3
"William Smith","The Godfather",3
"Mason Smith","High Fidelity",3
"William Smith","The Rock",3
"William Smith","Slaughterhouse Five",2
"William Smith","Harry Potter and the Prisoner of Azkaban",3
"William Smith","A.I. Artificial Intelligence",3
"William Smith","Lethal Weapon 2",3
"William Smith","Twister",3
"William Smith","8 Mile",3
"William Smith","October Sky",4
"William Smith","Swept Away",1
"William Smith","Gigli",3
"William Smith","Designing Woman",3
"William Smith","Home Alone",3
"William Smith","American Graffiti: Collector's Edition",3
"William Smith","National Lampoon's Animal House",2
"William Smith","High Sierra",3
"William Smith","Cat on a Hot Tin Roof",3
"William Smith","How to Deal",1
"William Smith","Next of Kin",3
"William Smith","Kinsey",1
"William Smith","The Big Country",3
"William Smith","Moulin Rouge",2
"William Smith","Big Trouble",3
"William Smith","Double Jeopardy",5
"William Smith","Men in Black",3
"William Smith","American Outlaws",4
"William Smith","Yours",3
"William Smith","Two Weeks Notice",3
"William Smith","Thirteen",1
"William Smith","Backdraft",2
"William Smith","It's a Wonderful Life",5
"William Smith","Coyote Ugly",3
"William Smith","Wall Street",4
"William Smith","Born Yesterday",3
"William Smith","Crash",4
"William Smith","House of Flying Daggers",3
"William Smith","Home on the Range",2
"William Smith","National Lampoon's European Vacation",3
"William Smith","Anything Else",2
"William Smith","Chicago",4
"William Smith","His Girl Friday",3
"William Smith","The Count of Monte Cristo",3
"William Smith","The Assassination of Richard Nixon",2
"William Smith","Down With Love",3
"William Smith","Ella Enchanted",2
"William Smith","Hollywood Homicide",3
"William Smith","Monsieur Ibrahim",1
"William Smith","Suddenly",3
"William Smith","A Fish Called Wanda",3
"William Smith","Air Force One",4
"William Smith","Paparazzi",3
"William Smith","Marathon Man",2
"William Smith","Jerry Maguire",4
"William Smith","Heist",5
"William Smith","Birthday Girl",3
"William Smith","Far from Heaven",3
"William Smith","Dark Blue",3
"William Smith","The Princess Diaries 2: Royal Engagement",4
"William Smith","On Line",1
"William Smith","Cast Away",3
"William Smith","Zorba the Greek",3
"William Smith","To Sir",3
"William Smith","Chasing Holden",3
"William Smith","Mulholland Drive",1
"William Smith","Tears of the Sun",3
"William Smith","Willy Wonka & the Chocolate Factory",3
"William Smith","Hook",2
"William Smith","The Notebook",4
"William Smith","From Here to Eternity",3
"William Smith","Sordid Lives",1
"William Smith","Fear Dot Com",1
"William Smith","Miracle on 34th Street",4
"William Smith","Enemy of the State",3
"William Smith","Mary Poppins",3
"William Smith","The King of Comedy",3
"William Smith","I Love Lucy: Season 1",3
"William Smith","A Bridge Too Far",3
"William Smith","Dark Passage",3
"William Smith","Butch Cassidy and the Sundance Kid",3
"William Smith","The Recruit",3
"William Smith","The Thomas Crown Affair",5
"William Smith","The Sopranos: Season 2",5
"William Smith","The Patriot",5
"William Smith","Monty Python and the Holy Grail",3
"William Smith","The Last Castle",4
"William Smith","In the Cut",3
"William Smith","Hilary and Jackie",3
"William Smith","White Christmas",3
"William Smith","Saturday Night Live: 25th Anniversary",3
"William Smith","How to Lose a Guy in 10 Days",3
"William Smith","King Arthur",3
"William Smith","You've Got Mail",4
"William Smith","Shrek (Full-screen)",5
"William Smith","Midnight Cowboy",3
"William Smith","Batman",2
"William Smith","White Oleander",3
"William Smith","Guess Who's Coming to Dinner",3
"William Smith","Tomb Raider",3
"William Smith","XXX: Special Edition",3
"William Smith","Sayonara",3
"William Smith","The Sweetest Thing",3
"William Smith","Formula 51",2
"William Smith","The Blair Witch Project",1
"William Smith","K-19: The Widowmaker",3
"William Smith","The Prince and the Showgirl",3
"William Smith","For Love of the Game",3
"William Smith","Sweet November",4
"William Smith","Dead Man Walking",2
"William Smith","Once Upon a Time in America",1
"William Smith","City of Angels",3
"William Smith","Dogville",1
"William Smith","Gosford Park",1
"William Smith","Dead Poets Society",2
"William Smith","The Captain's Paradise",3
"William Smith","Monster",2
"Mason Smith","Monty Python: The Life of Python",3
"William Smith","Glitter",3
"William Smith","City Slickers",4
"William Smith","Notting Hill",4
"William Smith","Kangaroo Jack",3
"William Smith","Miracle",4
"William Smith","Independence Day",2
"William Smith","The Firm",3
"William Smith","Band of Brothers",2
"William Smith","Intolerable Cruelty",2
"William Smith","The Dancer Upstairs",2
"William Smith","Sleepless in Seattle",4
"William Smith","The Man Who Wasn't There",3
"William Smith","Rock Star",4
"William Smith","See Spot Run",4
"William Smith","Sidewalks of New York",3
"William Smith","Easy Rider",2
"William Smith","Miss Marple Mysteries: A Pocketful of Rye",3
"William Smith","Lemony Snicket's A Series of Unfortunate Events",2
"William Smith","Burglar",4
"William Smith","Bulworth",2
"William Smith","Annie Get Your Gun",4
"William Smith","Matchstick Men",4
"William Smith","Arsenic and Old Lace",3
"William Smith","Changing Lanes",3
"William Smith","The Mask of Zorro",3
"William Smith","Blue Crush",3
"William Smith","All the King's Men",3
"William Smith","Herbie: Fully Loaded",3
"William Smith","Van Helsing",2
"William Smith","The Graduate",3
"William Smith","One Night at McCool's",4
"William Smith","Someone Like You",3
"William Smith","In God's Hands",3
"William Smith","Clear and Present Danger",3
"William Smith","The Sopranos: Season 1",4
"William Smith","Shine",3
"William Smith","The American President",4
"William Smith","Con Air",3
"William Smith","That Touch of Mink",3
"William Smith","The Country Girl",3
"William Smith","Red Dragon",2
"William Smith","Atlantis: The Lost Empire",3
"William Smith","The Hours",1
"William Smith","Wonderland",2
"William Smith","Trapped",4
"William Smith","Laws of Attraction",3
"William Smith","The Fugitive",4
"William Smith","The Prince and Me",4
"William Smith","Chocolat",2
"William Smith","The In-Laws",3
"William Smith","Knockaround Guys",3
"William Smith","Meet Joe Black",4
"William Smith","Nine to Five",3
"Mason Smith","Dirty Rotten Scoundrels",2
"William Smith","Shall We Dance?",4
"William Smith","GoldenEye",3
"William Smith","K-Pax",4
"William Smith","The Perfect Score",2
"William Smith","Grumpy Old Men",4
"William Smith","Unforgiven",2
"William Smith","The Last of the Mohicans",2
"William Smith","Closer",3
"William Smith","Corky Romano",4
"William Smith","A Few Good Men",3
"William Smith","American Splendor",1
"William Smith","Bell",3
"William Smith","Titanic",3
"William Smith","Anger Management",2
"William Smith","The Bishop's Wife",4
"William Smith","Chicken Run",2
"William Smith","Out of Time",3
"William Smith","Bridget Jones: The Edge of Reason",4
"William Smith","The Human Stain",3
"William Smith","Escape from Alaska",4
"William Smith","Big Shot: Confessions of a Campus Bookie",3
"William Smith","Bandits",2
"William Smith","Confessions of a Dangerous Mind",1
"William Smith","The Good Thief",3
"William Smith","The Devil's Advocate",4
"William Smith","National Treasure",3
"William Smith","In America",2
"William Smith","Waking Up in Reno",3
"William Smith","The Negotiator",1
"William Smith","Smooth Talk",3
"William Smith","Legally Blonde",4
"William Smith","Hitch",4
"William Smith","The Punisher",3
"William Smith","The Terminal",3
"William Smith","Johnson Family Vacation",3
"William Smith","Secretary",3
"William Smith","Breakin' All the Rules",2
"William Smith","Sahara",3
"William Smith","How to Marry a Millionaire",3
"William Smith","The Treasure of the Sierra Madre",3
"William Smith","Peter Pan",4
"William Smith","Tootsie",3
"William Smith","Beverly Hills Cop",2
"William Smith","Spy Kids 3-D: Game Over (2-D version)",2
"William Smith","Like Mike",3
"William Smith","Bachelor Party",2
"William Smith","Ghostbusters",3
"William Smith","Switch",4
"William Smith","Scooby-Doo",3
"William Smith","New York Minute",3
"William Smith","Shakespeare in Love",3
"William Smith","The Company",2
"William Smith","Lethal Weapon",2
"William Smith","U.S. Marshals",3
"William Smith","The Last Shot",1
"William Smith","Rosemary's Baby",2
"William Smith","Alex and Emma",3
"William Smith","Crazy/Beautiful",3
"William Smith","Evolution",3
"William Smith","Eternal Sunshine of the Spotless Mind",1
"William Smith","Captain Corelli's Mandolin",5
"William Smith","Pirates of the Caribbean: The Curse of the Black Pearl",3
"William Smith","The Alamo",2
"William Smith","Hot Pursuit",4
"William Smith","Splendor in the Grass",3
"William Smith","50 First Dates",1
"William Smith","The Importance of Being Earnest",3
"William Smith","Liar Liar",2
"William Smith","Bliss",3
"William Smith","The Twilight Zone: Vol. 33",3
"William Smith","Identity",3
"William Smith","Not Another Teen Movie",3
"William Smith","What Women Want",4
"Mason Smith","Children of a Lesser God",3
"William Smith","The World of Suzie Wong",3
"William Smith","Collateral Damage",3
"William Smith","On Golden Pond",3
"Mason Smith","Bringing Up Baby",4
"William Smith","Singin' in the Rain",3
"William Smith","Scream",2
"William Smith","Home Alone 2: Lost in New York",2
"William Smith","Dancer",2
"William Smith","Town & Country",3
"William Smith","America's Sweethearts",4
"William Smith","Birdman of Alcatraz",3
"William Smith","A Love Song for Bobby Long",3
"William Smith","The Rocky Horror Picture Show",2
"William Smith","Abandon",3
"William Smith","Freaky Friday",2
"William Smith","Don't Say a Word",3
"William Smith","Ghost Ship",3
"William Smith","Carolina",3
"William Smith","When Harry Met Sally",3
"William Smith","Solaris",1
"William Smith","Spy Kids 2: The Island of Lost Dreams",3
"William Smith","Parenthood",2
"William Smith","How High",2
"William Smith","From Hell",1
"William Smith","Evelyn",3
"William Smith","Braveheart",3
"William Smith","Beauty Shop",3
"Mason Smith","Sideways",2
"William Smith","The Hustler",4
"William Smith","The Silence of the Lambs",1
"William Smith","Message in a Bottle",3
"William Smith","Elf",3
"Mason Smith","The Godfather",4
"William Smith","Croupier",4
"William Smith","Finding Neverland",3
"Mason Smith","Dogma",3
"William Smith","Moonstruck",3
"William Smith","Bridget Jones's Diary",4
"William Smith","The Court-Martial of Billy Mitchell",2
"William Smith","The Final Cut",2
"William Smith","Something's Gotta Give",4
"Mason Smith","All of Me",3
"William Smith","Ghost",4
"Mason Smith","Chasing Amy",2
"William Smith","High Fidelity",2
"William Smith","Pay It Forward",3
"Mason Smith","The Maltese Falcon",4
"William Smith","The Man Who Cried",3
"William Smith","Scary Movie 2",1
"William Smith","The Addams Family",3
"Mason Smith","About a Boy",3
"William Smith","Children of a Lesser God",3
"William Smith","Daredevil",2
"William Smith","Simone",3
"William Smith","Sideways",2
"William Smith","The Godfather",3
"William Smith","Original Sin",4
"William Smith","The Substitute/The Substitute 3",3
"Mason Smith","Bananas",4
"William Smith","The Maltese Falcon",3
"William Smith","About a Boy",3
"William Smith","The Pacifier",3
"William Smith","Honey",2
"William Smith","Sister Act 2: Back in the Habit",4
"William Smith","The Mothman Prophecies",3
"William Smith","How to Commit Marriage",2
"William Smith","Life or Something Like It",3
"William Smith","Beaches",3
"William Smith","The Wizard of Oz: Collector's Edition",4
"William Smith","25th Hour",2
"William Smith","Who Framed Roger Rabbit?: Special Edition",2
"William Smith","Von Ryan's Express",3
"William Smith","Goldfinger",3
"Mason Smith","Whale Rider",3
"William Smith","Saw",2
"William Smith","About Schmidt",3
"William Smith","The Sting",4
"William Smith","Tenchi the Movie: Tenchi Muyo! In Love",1
"William Smith","Bruce Almighty",3
"William Smith","Terminator 2: Extreme Edition: Bonus Material",3
"William Smith","Patch Adams",4
"William Smith","The King and I",4
"William Smith","Harrison's Flowers",3
"William Smith","Shanghai Noon",2
"William Smith","The Brothers",2
"Mason Smith","Sister Act 2: Back in the Habit",3
"William Smith","The Unsinkable Molly Brown",4
"William Smith","The Full Monty",3
"William Smith","Rat Race",3
"Mason Smith","Men in Black II",3
"William Smith","On the Line",3
"William Smith","An Officer and a Gentleman",3
"William Smith","The Sixth Sense",3
"William Smith","World Class Trains: The New Polar Express",3
"William Smith","In Good Company",3
"William Smith","While You Were Sleeping",2
"William Smith","Dawn of the Dead",2
"William Smith","A Man Apart",2
"Mason Smith","Spirited Away",5
"William Smith","Farewell My Concubine",2
"William Smith","Saturday Night Live: Christmas",4
"William Smith","Grumpier Old Men",3
"William Smith","Dances With Wolves: Special Edition",2
"William Smith","Chasing Liberty",3
"William Smith","The Statement",2
"William Smith","Seven Girlfriends",3
"William Smith","Little Women",3
"William Smith","Rudolph the Red-Nosed Reindeer",3
"William Smith","Erin Brockovich",4
"William Smith","Seabiscuit: American Experience",3
"William Smith","The Shipping News",4
"William Smith","Tortilla Soup",4
